Area,Area Id,Variable Name,Variable Id,Year,Value,Symbol,Md
Colombia,44,Irrigation potential,4307,2013,7600,,
Colombia,44,Area equipped for full control irrigation: sprinkler irrigation,4309,1992,37.27,,
Colombia,44,Area equipped for full control irrigation: localized irrigation,4310,1992,6.036,,
Colombia,44,Area equipped for full control irrigation: total,4311,1998,900,,
Colombia,44,Area equipped for full control irrigation: total,4311,2011,1087,,
Colombia,44,Area equipped for full control irrigation: actually irrigated,4461,2011,394,I,
Colombia,44,% of area equipped for full control irrigation actually irrigated,4463,2011,36.25,I,
Colombia,44,Area equipped for irrigation: total,4313,1995,900,,
Colombia,44,Area equipped for irrigation: total,4313,1998,900,,
Colombia,44,Area equipped for irrigation: total,4313,2011,1087,,
Colombia,44,Area equipped for irrigation: actually irrigated,4318,2011,394,I,
Colombia,44,% of the area equipped for irrigation actually irrigated,4328,2011,36.25,I,
Colombia,44,% of the cultivated area equipped for irrigation,4331,1995,21.14,K,
Colombia,44,% of the cultivated area equipped for irrigation,4331,1998,24.09,K,
Colombia,44,% of the cultivated area equipped for irrigation,4331,2011,31.48,K,
Colombia,44,% of irrigation potential equipped for irrigation,4330,1995,11.84,,
Colombia,44,% of irrigation potential equipped for irrigation,4330,1998,11.84,,
Colombia,44,% of irrigation potential equipped for irrigation,4330,2011,14.3,,
Colombia,44,Total agricultural water managed area,4317,1995,900,,
Colombia,44,Total agricultural water managed area,4317,1998,900,,
Colombia,44,Total agricultural water managed area,4317,2011,1087,,
Colombia,44,% of agricultural water managed area equipped for irrigation,4319,1995,100,,
Colombia,44,% of agricultural water managed area equipped for irrigation,4319,1998,100,,
Colombia,44,% of agricultural water managed area equipped for irrigation,4319,2011,100,,
Colombia,44,Total harvested irrigated crop area (full control irrigation),4379,1994,124.7,,
Colombia,44,Total harvested irrigated crop area (full control irrigation),4379,2011,524,,
Colombia,44,Harvested irrigated temporary crop area: Total,4520,1994,109.5,,
Colombia,44,Harvested irrigated temporary crop area: Total,4520,2011,487,,
Colombia,44,Harvested irrigated permanent crop area: Total,4521,1994,15.18,,
Colombia,44,Harvested irrigated permanent crop area: Total,4521,2011,37,,
Colombia,44,Irrigated cropping intensity,4464,2011,133,I,
Colombia,44,Harvested irrigated temporary crop area: Rice,4346,1994,71.81,,
Colombia,44,Harvested irrigated temporary crop area: Rice,4346,2011,244.9,,[58]
Colombia,44,Harvested irrigated temporary crop area: Sorghum,4350,1994,11.86,,
Colombia,44,Harvested irrigated temporary crop area: Other cereals,4351,2011,34.8,,[59]
Colombia,44,Harvested irrigated temporary crop area: Vegetables,4360,2011,26.77,,[60]
Colombia,44,Harvested irrigated temporary crop area: Soybeans,4371,1994,7.771,,
Colombia,44,Harvested irrigated temporary crop area: Potatoes,4352,2011,8.709,,
Colombia,44,Harvested irrigated temporary crop area: Sugarcane,4357,2011,168,,
Colombia,44,Harvested irrigated temporary crop area: Fodder,4369,1994,6.163,,
Colombia,44,Harvested irrigated temporary crop area: Cotton,4367,1994,5.374,,
Colombia,44,Harvested irrigated temporary crop area: Cotton,4367,2011,1.044,,
Colombia,44,Harvested irrigated temporary crop area: Tobacco,4366,2011,2.451,,
Colombia,44,Harvested irrigated temporary crop area: Other crops,4377,1994,6.523,,
Colombia,44,Harvested irrigated permanent crop area: Plantains,4356,2011,1.6,,
Colombia,44,Harvested irrigated permanent crop area: Bananas,4361,1994,5.804,,
Colombia,44,Harvested irrigated permanent crop area: Other fruits,4524,2011,14.17,,
Colombia,44,Harvested irrigated permanent crop area: Coffee,4364,2011,9.427,,
Colombia,44,Harvested irrigated permanent crop area: Cocoa beans,4363,2011,12.08,,
Colombia,44,Harvested irrigated permanent crop area: Other crops,4378,1994,9.38,,
Colombia,44,Area equipped for irrigation drained,4303,1998,96.95,,
Colombia,44,Non-irrigated cultivated area drained,4304,1998,0,I,
Colombia,44,Total cultivated area drained,4300,1998,96.95,I,
Colombia,44,% of area equipped for irrigation drained,4446,1998,10.77,,
Colombia,44,% of total cultivated area drained,4305,1998,2.595,K,
Colombia,44,Conservation agriculture area,4454,2005,102,,
Colombia,44,Conservation agriculture area,4454,2011,127,,
Colombia,44,Conservation agriculture area as % of arable land area,4455,2005,5.105,K,
Colombia,44,Conservation agriculture area as % of arable land area,4455,2011,8.048,K,
Colombia,44,Area salinized by irrigation,4400,1999,300,,
Colombia,44,% of area equipped for irrigation salinized,4445,1999,33.33,,
Colombia,44,Flood occurrence (WRI),4543,2013,3.7,E,
Colombia,44,Total population with access to safe drinking-water (JMP),4114,1992,88.8,E,
Colombia,44,Total population with access to safe drinking-water (JMP),4114,1997,89.5,E,
Colombia,44,Total population with access to safe drinking-water (JMP),4114,2002,90.1,E,
Colombia,44,Total population with access to safe drinking-water (JMP),4114,2007,90.7,E,
Colombia,44,Total population with access to safe drinking-water (JMP),4114,2012,91.2,E,
Colombia,44,Total population with access to safe drinking-water (JMP),4114,2015,91.4,E,
Colombia,44,Rural population with access to safe drinking-water (JMP),4115,1992,69.2,E,
Colombia,44,Rural population with access to safe drinking-water (JMP),4115,1997,70.3,E,
Colombia,44,Rural population with access to safe drinking-water (JMP),4115,2002,71.4,E,
Colombia,44,Rural population with access to safe drinking-water (JMP),4115,2007,72.5,E,
Colombia,44,Rural population with access to safe drinking-water (JMP),4115,2012,73.6,E,
Colombia,44,Rural population with access to safe drinking-water (JMP),4115,2015,73.8,E,
Colombia,44,Urban population with access to safe drinking-water (JMP),4116,1992,97.4,E,
Colombia,44,Urban population with access to safe drinking-water (JMP),4116,1997,97.3,E,
Colombia,44,Urban population with access to safe drinking-water (JMP),4116,2002,97.1,E,
Colombia,44,Urban population with access to safe drinking-water (JMP),4116,2007,97,E,
Colombia,44,Urban population with access to safe drinking-water (JMP),4116,2012,96.9,E,
Colombia,44,Urban population with access to safe drinking-water (JMP),4116,2015,96.8,E,
Colombia,44,Population affected by water related disease,4403,1994,51.02,,
Colombia,44,Population affected by water related disease,4403,2009,7.089,,
Venezuela (Bolivarian Republic of),236,Total area of the country,4100,1982,91205,E,
Venezuela (Bolivarian Republic of),236,Total area of the country,4100,1987,91205,E,
Venezuela (Bolivarian Republic of),236,Total area of the country,4100,1992,91205,E,
Venezuela (Bolivarian Republic of),236,Total area of the country,4100,1997,91205,E,
Venezuela (Bolivarian Republic of),236,Total area of the country,4100,2002,91205,E,
Venezuela (Bolivarian Republic of),236,Total area of the country,4100,2007,91205,E,
Venezuela (Bolivarian Republic of),236,Total area of the country,4100,2012,91205,E,
Venezuela (Bolivarian Republic of),236,Total area of the country,4100,2016,91205,E,
Venezuela (Bolivarian Republic of),236,Arable land area,4101,1982,2811,E,
Venezuela (Bolivarian Republic of),236,Arable land area,4101,1987,3097,E,
Venezuela (Bolivarian Republic of),236,Arable land area,4101,1992,2601,E,
Venezuela (Bolivarian Republic of),236,Arable land area,4101,1997,2593,E,
Venezuela (Bolivarian Republic of),236,Arable land area,4101,2002,2500,E,
Venezuela (Bolivarian Republic of),236,Arable land area,4101,2007,2659,E,
Venezuela (Bolivarian Republic of),236,Arable land area,4101,2012,2700,E,
Venezuela (Bolivarian Republic of),236,Arable land area,4101,2016,2700,E,
Venezuela (Bolivarian Republic of),236,Permanent crops area,4102,1982,749,E,
Venezuela (Bolivarian Republic of),236,Permanent crops area,4102,1987,763,E,
Venezuela (Bolivarian Republic of),236,Permanent crops area,4102,1992,761,E,
Venezuela (Bolivarian Republic of),236,Permanent crops area,4102,1997,803,E,
Venezuela (Bolivarian Republic of),236,Permanent crops area,4102,2002,800,E,
Venezuela (Bolivarian Republic of),236,Permanent crops area,4102,2007,700,E,
Venezuela (Bolivarian Republic of),236,Permanent crops area,4102,2012,700,E,
Venezuela (Bolivarian Republic of),236,Permanent crops area,4102,2016,700,E,
Venezuela (Bolivarian Republic of),236,Cultivated area (arable land + permanent crops),4103,1982,3560,E,
Venezuela (Bolivarian Republic of),236,Cultivated area (arable land + permanent crops),4103,1987,3860,E,
Venezuela (Bolivarian Republic of),236,Cultivated area (arable land + permanent crops),4103,1992,3362,E,
Venezuela (Bolivarian Republic of),236,Cultivated area (arable land + permanent crops),4103,1997,3396,E,
Venezuela (Bolivarian Republic of),236,Cultivated area (arable land + permanent crops),4103,2002,3300,E,
Venezuela (Bolivarian Republic of),236,Cultivated area (arable land + permanent crops),4103,2007,3359,E,
Venezuela (Bolivarian Republic of),236,Cultivated area (arable land + permanent crops),4103,2012,3400,E,
Venezuela (Bolivarian Republic of),236,Cultivated area (arable land + permanent crops),4103,2016,3400,E,
Venezuela (Bolivarian Republic of),236,% of total country area cultivated,4470,1982,3.903,E,
Venezuela (Bolivarian Republic of),236,% of total country area cultivated,4470,1987,4.232,E,
Venezuela (Bolivarian Republic of),236,% of total country area cultivated,4470,1992,3.686,E,
Venezuela (Bolivarian Republic of),236,% of total country area cultivated,4470,1997,3.723,E,
Venezuela (Bolivarian Republic of),236,% of total country area cultivated,4470,2002,3.618,E,
Venezuela (Bolivarian Republic of),236,% of total country area cultivated,4470,2007,3.683,E,
Venezuela (Bolivarian Republic of),236,% of total country area cultivated,4470,2012,3.728,E,
Venezuela (Bolivarian Republic of),236,% of total country area cultivated,4470,2016,3.728,E,
Venezuela (Bolivarian Republic of),236,Total population,4104,1982,16186,E,
Venezuela (Bolivarian Republic of),236,Total population,4104,1987,18438,E,
Venezuela (Bolivarian Republic of),236,Total population,4104,1992,20799,E,
Venezuela (Bolivarian Republic of),236,Total population,4104,1997,23108,E,
Venezuela (Bolivarian Republic of),236,Total population,4104,2002,25399,E,
Venezuela (Bolivarian Republic of),236,Total population,4104,2007,27671,E,
Venezuela (Bolivarian Republic of),236,Total population,4104,2012,29854,E,
Venezuela (Bolivarian Republic of),236,Total population,4104,2015,31108,E,
Venezuela (Bolivarian Republic of),236,Rural population,4105,1982,3333,E,
Venezuela (Bolivarian Republic of),236,Rural population,4105,1987,3287,E,
Venezuela (Bolivarian Republic of),236,Rural population,4105,1992,3191,E,
Venezuela (Bolivarian Republic of),236,Rural population,4105,1997,3090,E,
Venezuela (Bolivarian Republic of),236,Rural population,4105,2002,2994,E,
Venezuela (Bolivarian Republic of),236,Rural population,4105,2007,3155,E,
Venezuela (Bolivarian Republic of),236,Rural population,4105,2012,3239,E,
Venezuela (Bolivarian Republic of),236,Rural population,4105,2015,3260,E,
Venezuela (Bolivarian Republic of),236,Urban population,4106,1982,12853,E,
Venezuela (Bolivarian Republic of),236,Urban population,4106,1987,15151,E,
Venezuela (Bolivarian Republic of),236,Urban population,4106,1992,17608,E,
Venezuela (Bolivarian Republic of),236,Urban population,4106,1997,20018,E,
Venezuela (Bolivarian Republic of),236,Urban population,4106,2002,22405,E,
Venezuela (Bolivarian Republic of),236,Urban population,4106,2007,24516,E,
Venezuela (Bolivarian Republic of),236,Urban population,4106,2012,26615,E,
Venezuela (Bolivarian Republic of),236,Urban population,4106,2015,27848,E,
Venezuela (Bolivarian Republic of),236,Population density,4107,1982,17.75,E,
Venezuela (Bolivarian Republic of),236,Population density,4107,1987,20.22,E,
Venezuela (Bolivarian Republic of),236,Population density,4107,1992,22.8,E,
Venezuela (Bolivarian Republic of),236,Population density,4107,1997,25.34,E,
Venezuela (Bolivarian Republic of),236,Population density,4107,2002,27.85,E,
Venezuela (Bolivarian Republic of),236,Population density,4107,2007,30.34,E,
Venezuela (Bolivarian Republic of),236,Population density,4107,2012,32.73,E,
Venezuela (Bolivarian Republic of),236,Population density,4107,2016,34.11,E,
Venezuela (Bolivarian Republic of),236,Gross Domestic Product (GDP),4112,1982,7.67E+10,E,
Venezuela (Bolivarian Republic of),236,Gross Domestic Product (GDP),4112,1987,4.53E+10,E,
Venezuela (Bolivarian Republic of),236,Gross Domestic Product (GDP),4112,1992,5.85E+10,E,
Venezuela (Bolivarian Republic of),236,Gross Domestic Product (GDP),4112,1997,8.58E+10,E,
Venezuela (Bolivarian Republic of),236,Gross Domestic Product (GDP),4112,2002,9.29E+10,E,
Venezuela (Bolivarian Republic of),236,Gross Domestic Product (GDP),4112,2007,2.30E+11,E,
Venezuela (Bolivarian Republic of),236,Gross Domestic Product (GDP),4112,2012,3.81E+11,E,
Venezuela (Bolivarian Republic of),236,Gross Domestic Product (GDP),4112,2013,3.71E+11,E,
Venezuela (Bolivarian Republic of),236,GDP per capita,4458,1982,4738,E,
Venezuela (Bolivarian Republic of),236,GDP per capita,4458,1987,2459,E,
Venezuela (Bolivarian Republic of),236,GDP per capita,4458,1992,2811,E,
Venezuela (Bolivarian Republic of),236,GDP per capita,4458,1997,3715,E,
Venezuela (Bolivarian Republic of),236,GDP per capita,4458,2002,3657,E,
Venezuela (Bolivarian Republic of),236,GDP per capita,4458,2007,8312,E,
Venezuela (Bolivarian Republic of),236,GDP per capita,4458,2012,12762,E,
Venezuela (Bolivarian Republic of),236,GDP per capita,4458,2013,11926,E,
Venezuela (Bolivarian Republic of),236,"Agriculture, value added (% GDP)",4113,1982,5.203,E,
Venezuela (Bolivarian Republic of),236,"Agriculture, value added (% GDP)",4113,1987,6.583,E,
Venezuela (Bolivarian Republic of),236,"Agriculture, value added (% GDP)",4113,1992,5.427,E,
Venezuela (Bolivarian Republic of),236,"Agriculture, value added (% GDP)",4113,1997,4.93,E,
Venezuela (Bolivarian Republic of),236,"Agriculture, value added (% GDP)",4113,2002,4.103,E,
Venezuela (Bolivarian Republic of),236,"Agriculture, value added (% GDP)",4113,2007,4.125,E,
Venezuela (Bolivarian Republic of),236,"Agriculture, value added (% GDP)",4113,2012,5.471,E,
Venezuela (Bolivarian Republic of),236,Human Development Index (HDI) [highest = 1],4111,1990,0.6349,E,
Venezuela (Bolivarian Republic of),236,Human Development Index (HDI) [highest = 1],4111,2000,0.6734,E,
Venezuela (Bolivarian Republic of),236,Human Development Index (HDI) [highest = 1],4111,2012,0.7638,E,
Venezuela (Bolivarian Republic of),236,Human Development Index (HDI) [highest = 1],4111,2014,0.7623,E,
Venezuela (Bolivarian Republic of),236,Gender Inequality Index (GII) [equality = 0; inequality = 1),4537,2005,0.474,E,
Venezuela (Bolivarian Republic of),236,Gender Inequality Index (GII) [equality = 0; inequality = 1),4537,2010,0.469,E,
Venezuela (Bolivarian Republic of),236,Gender Inequality Index (GII) [equality = 0; inequality = 1),4537,2014,0.4759,E,
Venezuela (Bolivarian Republic of),236,Prevalence of undernourishment (3-year average),4474,1992,14.1,E,
Venezuela (Bolivarian Republic of),236,Prevalence of undernourishment (3-year average),4474,1997,16,E,
Venezuela (Bolivarian Republic of),236,Prevalence of undernourishment (3-year average),4474,2002,15.3,E,
Venezuela (Bolivarian Republic of),236,Prevalence of undernourishment (3-year average),4474,2007,9,E,
Venezuela (Bolivarian Republic of),236,Prevalence of undernourishment (3-year average),4474,2008,6.8,E,
Venezuela (Bolivarian Republic of),236,Number of people undernourished (3-year average),4473,1992,2800,E,
Venezuela (Bolivarian Republic of),236,Number of people undernourished (3-year average),4473,1997,3600,E,
Venezuela (Bolivarian Republic of),236,Number of people undernourished (3-year average),4473,2002,3800,E,
Venezuela (Bolivarian Republic of),236,Number of people undernourished (3-year average),4473,2007,2500,E,
Venezuela (Bolivarian Republic of),236,Number of people undernourished (3-year average),4473,2008,1900,E,
Venezuela (Bolivarian Republic of),236,Long-term average annual precipitation in depth,4151,1982,2044,,[61]
Venezuela (Bolivarian Republic of),236,Long-term average annual precipitation in depth,4151,1987,2044,,[62]
Venezuela (Bolivarian Republic of),236,Long-term average annual precipitation in depth,4151,1992,2044,,[63]
Venezuela (Bolivarian Republic of),236,Long-term average annual precipitation in depth,4151,1997,2044,,[64]
Venezuela (Bolivarian Republic of),236,Long-term average annual precipitation in depth,4151,2002,2044,,[65]
Venezuela (Bolivarian Republic of),236,Long-term average annual precipitation in depth,4151,2007,2044,,[66]
Venezuela (Bolivarian Republic of),236,Long-term average annual precipitation in depth,4151,2012,2044,,[67]
Venezuela (Bolivarian Republic of),236,Long-term average annual precipitation in depth,4151,2014,2044,,[68]
Venezuela (Bolivarian Republic of),236,Long-term average annual precipitation in volume,4150,1982,1864,,
Venezuela (Bolivarian Republic of),236,Long-term average annual precipitation in volume,4150,1987,1864,,
Venezuela (Bolivarian Republic of),236,Long-term average annual precipitation in volume,4150,1992,1864,,
Venezuela (Bolivarian Republic of),236,Long-term average annual precipitation in volume,4150,1997,1864,,
Venezuela (Bolivarian Republic of),236,Long-term average annual precipitation in volume,4150,2002,1864,,
Venezuela (Bolivarian Republic of),236,Long-term average annual precipitation in volume,4150,2007,1864,,
Venezuela (Bolivarian Republic of),236,Long-term average annual precipitation in volume,4150,2012,1864,,
Venezuela (Bolivarian Republic of),236,Long-term average annual precipitation in volume,4150,2016,1864,K,
Venezuela (Bolivarian Republic of),236,National Rainfall Index (NRI),4472,1982,1900,,
Venezuela (Bolivarian Republic of),236,National Rainfall Index (NRI),4472,1986,1840,,
Venezuela (Bolivarian Republic of),236,National Rainfall Index (NRI),4472,1989,1734,,
Venezuela (Bolivarian Republic of),236,National Rainfall Index (NRI),4472,1993,1804,,
Venezuela (Bolivarian Republic of),236,National Rainfall Index (NRI),4472,2002,1813,,
Venezuela (Bolivarian Republic of),236,Surface water produced internally,4155,1982,782.7,,
Venezuela (Bolivarian Republic of),236,Surface water produced internally,4155,1987,782.7,,
Venezuela (Bolivarian Republic of),236,Surface water produced internally,4155,1992,782.7,,
Venezuela (Bolivarian Republic of),236,Surface water produced internally,4155,1997,782.7,,
Venezuela (Bolivarian Republic of),236,Surface water produced internally,4155,2002,782.7,,
Venezuela (Bolivarian Republic of),236,Surface water produced internally,4155,2007,782.7,,
Venezuela (Bolivarian Republic of),236,Surface water produced internally,4155,2012,782.7,,
Venezuela (Bolivarian Republic of),236,Surface water produced internally,4155,2014,782.7,,
Venezuela (Bolivarian Republic of),236,Groundwater produced internally,4154,1982,227,,[69]
Venezuela (Bolivarian Republic of),236,Groundwater produced internally,4154,1987,227,,[70]
Venezuela (Bolivarian Republic of),236,Groundwater produced internally,4154,1992,227,,[71]
Venezuela (Bolivarian Republic of),236,Groundwater produced internally,4154,1997,227,,[72]
Venezuela (Bolivarian Republic of),236,Groundwater produced internally,4154,2002,227,,[73]
Venezuela (Bolivarian Republic of),236,Groundwater produced internally,4154,2007,227,,[74]
Venezuela (Bolivarian Republic of),236,Groundwater produced internally,4154,2012,227,,[75]
Venezuela (Bolivarian Republic of),236,Groundwater produced internally,4154,2014,227,,[76]
Venezuela (Bolivarian Republic of),236,Overlap between surface water and groundwater,4156,1982,204.7,,
Venezuela (Bolivarian Republic of),236,Overlap between surface water and groundwater,4156,1987,204.7,,
Venezuela (Bolivarian Republic of),236,Overlap between surface water and groundwater,4156,1992,204.7,,
Venezuela (Bolivarian Republic of),236,Overlap between surface water and groundwater,4156,1997,204.7,,
Venezuela (Bolivarian Republic of),236,Overlap between surface water and groundwater,4156,2002,204.7,,
Venezuela (Bolivarian Republic of),236,Overlap between surface water and groundwater,4156,2007,204.7,,
Venezuela (Bolivarian Republic of),236,Overlap between surface water and groundwater,4156,2012,204.7,,
Venezuela (Bolivarian Republic of),236,Overlap between surface water and groundwater,4156,2014,204.7,,
Venezuela (Bolivarian Republic of),236,Total internal renewable water resources (IRWR),4157,1982,805,,
Venezuela (Bolivarian Republic of),236,Total internal renewable water resources (IRWR),4157,1987,805,,
Venezuela (Bolivarian Republic of),236,Total internal renewable water resources (IRWR),4157,1992,805,,
Venezuela (Bolivarian Republic of),236,Total internal renewable water resources (IRWR),4157,1997,805,,
Venezuela (Bolivarian Republic of),236,Total internal renewable water resources (IRWR),4157,2002,805,,
Venezuela (Bolivarian Republic of),236,Total internal renewable water resources (IRWR),4157,2007,805,,
Venezuela (Bolivarian Republic of),236,Total internal renewable water resources (IRWR),4157,2012,805,,
Venezuela (Bolivarian Republic of),236,Total internal renewable water resources (IRWR),4157,2014,805,,
Venezuela (Bolivarian Republic of),236,Total internal renewable water resources per capita,4158,1982,49734,K,
Venezuela (Bolivarian Republic of),236,Total internal renewable water resources per capita,4158,1987,43660,K,
Venezuela (Bolivarian Republic of),236,Total internal renewable water resources per capita,4158,1992,38704,K,
Venezuela (Bolivarian Republic of),236,Total internal renewable water resources per capita,4158,1997,34836,K,
Venezuela (Bolivarian Republic of),236,Total internal renewable water resources per capita,4158,2002,31694,K,
Venezuela (Bolivarian Republic of),236,Total internal renewable water resources per capita,4158,2007,29092,K,
Venezuela (Bolivarian Republic of),236,Total internal renewable water resources per capita,4158,2012,26965,K,
Venezuela (Bolivarian Republic of),236,Total internal renewable water resources per capita,4158,2014,25878,K,
Venezuela (Bolivarian Republic of),236,Surface water: entering the country (total),4159,1982,495,,[77]
Venezuela (Bolivarian Republic of),236,Surface water: entering the country (total),4159,1987,495,,[78]
Venezuela (Bolivarian Republic of),236,Surface water: entering the country (total),4159,1992,495,,[79]
Venezuela (Bolivarian Republic of),236,Surface water: entering the country (total),4159,1997,495,,[80]
Venezuela (Bolivarian Republic of),236,Surface water: entering the country (total),4159,2002,495,,[81]
Venezuela (Bolivarian Republic of),236,Surface water: entering the country (total),4159,2007,495,,[82]
Venezuela (Bolivarian Republic of),236,Surface water: entering the country (total),4159,2012,495,,[83]
Venezuela (Bolivarian Republic of),236,Surface water: entering the country (total),4159,2014,495,,[84]
Venezuela (Bolivarian Republic of),236,Surface water: inflow not submitted to treaties,4160,1982,495,,[85]
Venezuela (Bolivarian Republic of),236,Surface water: inflow not submitted to treaties,4160,1987,495,,[86]
Venezuela (Bolivarian Republic of),236,Surface water: inflow not submitted to treaties,4160,1992,495,,[87]
Venezuela (Bolivarian Republic of),236,Surface water: inflow not submitted to treaties,4160,1997,495,,[88]
Venezuela (Bolivarian Republic of),236,Surface water: inflow not submitted to treaties,4160,2002,495,,[89]
Venezuela (Bolivarian Republic of),236,Surface water: inflow not submitted to treaties,4160,2007,495,,[90]
Venezuela (Bolivarian Republic of),236,Surface water: inflow not submitted to treaties,4160,2012,495,,[91]
Venezuela (Bolivarian Republic of),236,Surface water: inflow not submitted to treaties,4160,2014,495,,[92]
Venezuela (Bolivarian Republic of),236,Surface water: inflow submitted to treaties,4161,1982,0,,
Venezuela (Bolivarian Republic of),236,Surface water: inflow submitted to treaties,4161,1987,0,,
Venezuela (Bolivarian Republic of),236,Surface water: inflow submitted to treaties,4161,1992,0,,
Venezuela (Bolivarian Republic of),236,Surface water: inflow submitted to treaties,4161,1997,0,,
Venezuela (Bolivarian Republic of),236,Surface water: inflow submitted to treaties,4161,2002,0,,
Venezuela (Bolivarian Republic of),236,Surface water: inflow submitted to treaties,4161,2007,0,,
Venezuela (Bolivarian Republic of),236,Surface water: inflow submitted to treaties,4161,2012,0,,
Venezuela (Bolivarian Republic of),236,Surface water: inflow submitted to treaties,4161,2014,0,,
Venezuela (Bolivarian Republic of),236,Surface water: inflow secured through treaties,4162,1982,0,,
Venezuela (Bolivarian Republic of),236,Surface water: inflow secured through treaties,4162,1987,0,,
Venezuela (Bolivarian Republic of),236,Surface water: inflow secured through treaties,4162,1992,0,,
Venezuela (Bolivarian Republic of),236,Surface water: inflow secured through treaties,4162,1997,0,,
Venezuela (Bolivarian Republic of),236,Surface water: inflow secured through treaties,4162,2002,0,,
Venezuela (Bolivarian Republic of),236,Surface water: inflow secured through treaties,4162,2007,0,,
Venezuela (Bolivarian Republic of),236,Surface water: inflow secured through treaties,4162,2012,0,,
Venezuela (Bolivarian Republic of),236,Surface water: inflow secured through treaties,4162,2014,0,,
Venezuela (Bolivarian Republic of),236,Surface water: total flow of border rivers,4165,1982,50,,[93]
Venezuela (Bolivarian Republic of),236,Surface water: total flow of border rivers,4165,1987,50,,[94]
Venezuela (Bolivarian Republic of),236,Surface water: total flow of border rivers,4165,1992,50,,[95]
Venezuela (Bolivarian Republic of),236,Surface water: total flow of border rivers,4165,1997,50,,[96]
Venezuela (Bolivarian Republic of),236,Surface water: total flow of border rivers,4165,2002,50,,[97]
Venezuela (Bolivarian Republic of),236,Surface water: total flow of border rivers,4165,2007,50,,[98]
Venezuela (Bolivarian Republic of),236,Surface water: total flow of border rivers,4165,2012,50,,[99]
Venezuela (Bolivarian Republic of),236,Surface water: total flow of border rivers,4165,2014,50,,[100]
Venezuela (Bolivarian Republic of),236,Surface water: accounted flow of border rivers,4168,1982,25,,
Venezuela (Bolivarian Republic of),236,Surface water: accounted flow of border rivers,4168,1987,25,,
Venezuela (Bolivarian Republic of),236,Surface water: accounted flow of border rivers,4168,1992,25,,
Venezuela (Bolivarian Republic of),236,Surface water: accounted flow of border rivers,4168,1997,25,,
Venezuela (Bolivarian Republic of),236,Surface water: accounted flow of border rivers,4168,2002,25,,
Venezuela (Bolivarian Republic of),236,Surface water: accounted flow of border rivers,4168,2007,25,,
Venezuela (Bolivarian Republic of),236,Surface water: accounted flow of border rivers,4168,2012,25,,
Venezuela (Bolivarian Republic of),236,Surface water: accounted flow of border rivers,4168,2014,25,,
Venezuela (Bolivarian Republic of),236,Surface water: accounted inflow,4164,1982,520,,
Venezuela (Bolivarian Republic of),236,Surface water: accounted inflow,4164,1987,520,,
Venezuela (Bolivarian Republic of),236,Surface water: accounted inflow,4164,1992,520,,
Venezuela (Bolivarian Republic of),236,Surface water: accounted inflow,4164,1997,520,,
Venezuela (Bolivarian Republic of),236,Surface water: accounted inflow,4164,2002,520,,
Venezuela (Bolivarian Republic of),236,Surface water: accounted inflow,4164,2007,520,,
Venezuela (Bolivarian Republic of),236,Surface water: accounted inflow,4164,2012,520,,
Venezuela (Bolivarian Republic of),236,Surface water: accounted inflow,4164,2014,520,,
Venezuela (Bolivarian Republic of),236,Surface water: leaving the country to other countries (total),4171,1982,160,,"[101,102]"
Venezuela (Bolivarian Republic of),236,Surface water: leaving the country to other countries (total),4171,1987,160,,"[103,104]"
Venezuela (Bolivarian Republic of),236,Surface water: leaving the country to other countries (total),4171,1992,160,,"[105,106]"
Venezuela (Bolivarian Republic of),236,Surface water: leaving the country to other countries (total),4171,1997,160,,"[107,108]"
Venezuela (Bolivarian Republic of),236,Surface water: leaving the country to other countries (total),4171,2002,160,,"[109,110]"
Venezuela (Bolivarian Republic of),236,Surface water: leaving the country to other countries (total),4171,2007,160,,"[111,112]"
Venezuela (Bolivarian Republic of),236,Surface water: leaving the country to other countries (total),4171,2012,160,,"[113,114]"
Venezuela (Bolivarian Republic of),236,Surface water: leaving the country to other countries (total),4171,2014,160,,"[115,116]"
Venezuela (Bolivarian Republic of),236,Surface water: outflow to other countries not submitted to treaties,4172,1982,160,,
Venezuela (Bolivarian Republic of),236,Surface water: outflow to other countries not submitted to treaties,4172,1987,160,,
Venezuela (Bolivarian Republic of),236,Surface water: outflow to other countries not submitted to treaties,4172,1992,160,,
Venezuela (Bolivarian Republic of),236,Surface water: outflow to other countries not submitted to treaties,4172,1997,160,,
Venezuela (Bolivarian Republic of),236,Surface water: outflow to other countries not submitted to treaties,4172,2002,160,,
Venezuela (Bolivarian Republic of),236,Surface water: outflow to other countries not submitted to treaties,4172,2007,160,,
Venezuela (Bolivarian Republic of),236,Surface water: outflow to other countries not submitted to treaties,4172,2012,160,,
Venezuela (Bolivarian Republic of),236,Surface water: outflow to other countries not submitted to treaties,4172,2014,160,,
Venezuela (Bolivarian Republic of),236,Surface water: outflow to other countries submitted to treaties,4173,1982,0,,
Venezuela (Bolivarian Republic of),236,Surface water: outflow to other countries submitted to treaties,4173,1987,0,,
Venezuela (Bolivarian Republic of),236,Surface water: outflow to other countries submitted to treaties,4173,1992,0,,
Venezuela (Bolivarian Republic of),236,Surface water: outflow to other countries submitted to treaties,4173,1997,0,,
Venezuela (Bolivarian Republic of),236,Surface water: outflow to other countries submitted to treaties,4173,2002,0,,
Venezuela (Bolivarian Republic of),236,Surface water: outflow to other countries submitted to treaties,4173,2007,0,,
